"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"10/10/2016","Gelson Market","GELSON'S MARKET #30 SAN DIEGO CA000019954 9999999999 320162840744589402","8.14","debit","Groceries","Delta SkyMiles","",""
"10/10/2016","Autopay Thank You","AUTOPAY PAYMENT - THANK YOU 320162840753637216","4941.98","credit","Credit Card Payment","Delta SkyMiles","",""
"10/10/2016","7-Eleven","7-ELEVEN 13603 00071SAN DIEGO CA830711010 7 858-483-1394 320162840744479672","6.48","debit","Fast Food","Delta SkyMiles","",""
"10/10/2016","French Gourmet","THE FRENCH GOURMET BSAN DIEGO CA85363766284 858-488-1725 320162840743118531","4.85","debit","Restaurants","Delta SkyMiles","",""
"10/10/2016","Usa Teso","USA 63097 TESO630970SAN DIEGO CA501000959 0000000000 320162840746350661","6.40","debit","Gas & Fuel","Delta SkyMiles","",""
"10/10/2016","Ipo Bbq International","Ipo Bbq International Poway Ca<bIpo Bbq International Poway Ca Date 10/07/16 1      6281844892     2 5812","9.25","debit","Restaurants","Visa Platinum","",""
"10/09/2016","Spot Restauranla Jolla","THE SPOT / RESTAURANLA JOLLA CA73011006283 THESPOT@SAN.RR.COM 320162830730288572","61.68","debit","Restaurants","Delta SkyMiles","",""
"10/08/2016","Marshalls","MARSHALLS LA JOLLA CA054600107048886277425 320162820721879734","10.79","debit","Clothing","Delta SkyMiles","",""
"10/08/2016","Motorino Pizza House","MOTORINO PIZZA HOUSESAN DIEGO CA68820044 619-710-5515 320162820721028696","22.55","debit","Restaurants","Delta SkyMiles","",""
"10/08/2016","Forever 21","0038 FOREVER 21 0038SAN DIEGO CA12753343 858-678-9483 320162820720137268","38.66","debit","Clothing","Delta SkyMiles","",""
"10/07/2016","Interest Earned September","Interest Earned - September 2016","0.08","credit","Interest Income","Summit","",""
"10/07/2016","ATM Fee Refund","Atm Fee Rebate","3.00","credit","ATM Fee","Summit","",""
"10/07/2016","Chewy Com Fl","Chewy.Com 800-6724399 Fl DateChewy.Com 800-6724399 Fl Date 10/06/16 0      6280944899     7 5995","38.89","debit","Pet Food & Supplies","Visa Platinum","",""
"10/07/2016","Hollywood & Highland","HOLLYWOOD AND HIGHLAND LOS ANGELES CA        10/06","2.00","debit","Mortgage & Rent","CHASE COLLEGE","",""
"10/07/2016","IHOP","IHOP WILHOP LOS ANGELES CA10/05","18.08","debit","Restaurants","CHASE COLLEGE","",""
"10/07/2016","Check 5828","CHECK 5828","1100.00","debit","Check","CHASE COLLEGE","",""
"10/07/2016","City Parking","LA CITY PARKING METER LOS ANGELES CA         10/06","0.25","debit","Parking","CHASE COLLEGE","",""
"10/07/2016","Venmo","VENMO            PAYMENT    305424916       WEB ID: 3264681992","33.00","debit","Transfer","CHASE COLLEGE","",""
"10/07/2016","Venmo","VENMO            PAYMENT    305181773       WEB ID: 3264681992","34.00","debit","Transfer","CHASE COLLEGE","",""
"10/07/2016","Venmo Cashout Ppd","VENMO            CASHOUTPPD ID: 5264681992","9.00","credit","Income","CHASE COLLEGE","",""
"10/07/2016","Unleashed","UNLEASHED #215521520SAN DIEGO CA000011673 000-0000000 320162810710772254","10.41","debit","Pets","Delta SkyMiles","",""
"10/07/2016","Ichiban Pb","ICHIBAN PB SAN DIEGO CA85353546281 USFC92109 320162810702307426","30.59","debit","Restaurants","Delta SkyMiles","",""
"10/07/2016","KFC","KFC SAN DIEGO CA93700009 780-904-0994 320162810710420142","11.86","debit","Fast Food","Delta SkyMiles","",""
"10/07/2016","CVS","CVS PHARMACY SAN DIEGO CA10034735 8007467287 320162810708703441","33.39","debit","Pharmacy","Delta SkyMiles","",""
"10/07/2016","Chewy Com Fl","Chewy.Com 800-6724399 Fl DateChewy.Com 800-6724399 Fl Date 10/06/16 0      6280944899     7 5995","38.89","debit","Pet Food & Supplies","Visa Platinum","",""
"10/06/2016","Deposit Acculitx Id","Deposit Acculitx Inc Id: H951Deposit Acculitx Inc Id: H951347393  Co: Acculitx Inc","3378.28","credit","Income","Classic Checking","",""
"10/06/2016","Withdrawal Midwest Loan","Withdrawal MIDWEST LOAN SER IWithdrawal MIDWEST LOAN SER Id: 1383024363  Co: Midwest Loan Ser","3983.68","debit","Mortgage & Rent","Classic Checking","",""
"10/06/2016","ATM Fee","NON-CHASE ATM WITHDRAW286342  10/058401 W 3R","2.50","debit","ATM Fee","CHASE COLLEGE","",""
"10/06/2016","ATM Withdrawal","NON-CHASE ATM WITHDRAW286342  10/058401 W 3R","60.00","debit","Cash & ATM","CHASE COLLEGE","",""
"10/06/2016","Tenants Trees","TENANTS OF THE TREES LOS ANGELESCA          10/05","24.00","debit","Restaurants","CHASE COLLEGE","",""
"10/06/2016","St Regis Liquors","ST. REGIS LIQUOR STORE LOS ANGELES CA        10/04","9.58","debit","Alcohol & Bars","CHASE COLLEGE","",""
"10/06/2016","Jack in the Box","JACK IN THE BOX #0293 LOS ANGELES CA         10/05","7.84","debit","Fast Food","CHASE COLLEGE","",""
"10/06/2016","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA         10/06","7.99","debit","Music","CHASE COLLEGE","",""
"10/06/2016","Goodwill Industries","GOODWILL STORE #13 LOS ANGELES CA    942745  10/06","7.99","debit","Shopping","CHASE COLLEGE","",""
"10/06/2016","ATM Fee","NON-CHASE ATM FEE-WITH","2.50","debit","ATM Fee","CHASE COLLEGE","",""
"10/06/2016","Venmo","VENMO            PAYMENT    304400875       WEB ID: 3264681992","15.00","debit","Transfer","CHASE COLLEGE","",""
"10/06/2016","Gelson Market","GELSON'S MARKET #30 SAN DIEGO CA000017913 9999999999 320162800690391932","7.62","debit","Groceries","Delta SkyMiles","",""
"10/06/2016","Vons","VONS Store 2323LA JOLLA CAGROCERY STORE 320162800693894366","5.22","debit","Groceries","Delta SkyMiles","",""
"10/06/2016","Pannikin Coffe & Tea","PANNIKIN COFFE TEA 0LA JOLLA CA73011006280 8584545453 320162800689174086","6.00","debit","Coffee Shops","Delta SkyMiles","",""
"10/05/2016","Aspiration","Aspiration Summit Tip","1.00","debit","Gifts & Donations","Summit","",""
"10/05/2016","Withdrawal Loan","Withdrawal To Loan 14","227.71","debit","Auto Payment","Classic Checking","",""
"10/05/2016","Withdrawal Vw Id","Withdrawal VW CREDIT, INC. IdWithdrawal VW CREDIT, INC. Id: 1382362409  Co: Vw Credit, Inc.","40.03","debit","Auto Payment","Classic Checking","",""
"10/05/2016","McDonald's","MCDONALD'S F876 LOS ANGELES CA10/03","4.76","debit","Fast Food","CHASE COLLEGE","",""
"10/05/2016","Sweetgreen Third St","SWEETGREEN THIRD ST. LOS ANGELESCA          10/04","11.99","debit","Restaurants","CHASE COLLEGE","",""
"10/05/2016","Glasses Com Mason","GLASSES.COM MASON OH90853280YTU 800-452-7737 320162790678161679","219.00","debit","Eyecare","Delta SkyMiles","",""
"10/05/2016","H&M","H&M #162 FASHION VALSAN DIEGO CA00000080797 855-466-7467 320162790683215356","14.03","debit","Clothing","Delta SkyMiles","",""
"10/05/2016","Trader Joe's","TRADER JOE'S #021 QSAN DIEGO CA0041905 626-599-3700 320162790682505863","19.95","debit","Groceries","Delta SkyMiles","",""
"10/05/2016","MetroMile Insurance","METROMILE INS SVC LLSAN FRANCIS93037716 888-244-1702 320162790682292159","168.58","debit","Auto Insurance","Delta SkyMiles","",""
"10/05/2016","Your Statement","YOUR STORE CARD STATEMENT CREDIT","7.52","credit","Credit Card Payment","XXXXXXXXXX5219","",""
"10/04/2016","CVS","CVS/PHARMACY #09 09503 Los Angeles CA447782  10/04","15.30","debit","Pharmacy","CHASE COLLEGE","",""
"10/04/2016","9th Street Pizza","9TH STREET PIZZA LOS ANGELES CA09/30","8.09","debit","Restaurants","CHASE COLLEGE","",""
"10/04/2016","Usa Teso","USA 63097 TESO630970SAN DIEGO CA501000981 0000000000 320162780662933770","6.40","debit","Gas & Fuel","Delta SkyMiles","",""
"10/04/2016","Zara","ZARA USA INC Zara USNEW YORK NY598544421 www.zara.com/us 320162780664171741","128.52","debit","Clothing","Delta SkyMiles","",""
"10/03/2016","High Octane Suite 6620 Miramar Road","High Octane 6620 Miramar Rd Suite San Diego Caus","203.00","debit","Hotel","Summit","",""
"10/03/2016","Vons Fuel","VONS FUEL 46SAN DIEGO CAAUTO FUEL DISPENSER 320162770650626779","26.58","debit","Gas & Fuel","Delta SkyMiles","",""
"10/03/2016","Vons","VONS Store 2323LA JOLLA CAGROCERY STORE 320162770650190120","11.05","debit","Groceries","Delta SkyMiles","",""
"10/03/2016","Harpers Bazaar","HARPERS BAZAAR MAGAZCHARLOTTE NC100048197 800-888-3045 320162770647853317","5.00","debit","Printing","Delta SkyMiles","",""
"10/03/2016","Zara Usa San","ZARA USA 7013 SAN DIEGO CA474505  10/02","129.71","credit","Income","CHASE COLLEGE","",""
"10/03/2016","Venmo Cashout Ppd","VENMO            CASHOUTPPD ID: 5264681992","32.00","credit","Income","CHASE COLLEGE","",""
"10/03/2016","Transfer from TOTAL CHECKING","Online Transfer from CHK ...9365transaction#: 5703581902","500.00","credit","Transfer","CHASE COLLEGE","",""
"10/03/2016","Market Restaurant","MARKET RESTAURANT LOS ANGELES CA09/29","10.90","debit","Restaurants","CHASE COLLEGE","",""
"10/03/2016","Starbucks","STARBUCKS STORE 06608 LOS ANGELES CA         09/29","3.25","debit","Coffee Shops","CHASE COLLEGE","",""
"10/03/2016","Arco","ARCO #69640 LOS ANGELES CA09/30","6.86","debit","Gas & Fuel","CHASE COLLEGE","",""
"10/03/2016","Starbucks","STARBUCKS STORE 06608 LOS ANGELES CA         09/30","4.75","debit","Coffee Shops","CHASE COLLEGE","",""
"10/03/2016","Arco","ARCO #42938 LOS ANGELES CA10/03","7.10","debit","Gas & Fuel","CHASE COLLEGE","",""
"10/03/2016","Chevron","CHEVRON 0091191 OCEANSIDE CA10/01","13.53","debit","Gas & Fuel","CHASE COLLEGE","",""
"10/03/2016","Venmo","VENMO            PAYMENT    300598207       WEB ID: 3264681992","5.00","debit","Transfer","CHASE COLLEGE","",""
"10/03/2016","Transfer to CHASE COLLEGE","Online Transfer to CHK ...7593 transaction#: 5703581902","500.00","debit","Transfer","TOTAL CHECKING","",""
"10/02/2016","Trader Joe's","TRADER JOE'S #021 QSAN DIEGO CA0021959 626-599-3700 320162760638722328","83.99","debit","Groceries","Delta SkyMiles","",""
"10/02/2016","L & L Hawaiian Bbq","L&L HAWAIIAN BBQ SAN DIEGO CA85347036276 USFC92109 320162760644156603","24.76","debit","Restaurants","Delta SkyMiles","",""
"10/02/2016","Vons","VONS Store 2116SAN DIEGO CAGROCERY STORE 320162760636850606","27.67","debit","Groceries","Delta SkyMiles","",""
"10/01/2016","Phils Bbq","PHILS BBQ 6500000072SAN DIEGO CA10156320161 6198140050 320162750617176026","20.31","debit","Restaurants","Delta SkyMiles","",""
"10/01/2016","El Camino LLC","EL CAMINO 5429298063SAN DIEGO CA24224436276 6196853881 320162750619589618","88.06","debit","Business Services","Delta SkyMiles","",""
"10/01/2016","Turquoise Animal Hosp","TURQUOISE ANIMAL HOSSAN DIEGO CA1578519008 8584880658 320162750622212785","168.00","debit","Veterinary","Delta SkyMiles","",""
"10/01/2016","7-Eleven","7-ELEVEN 33555 00073SAN DIEGO CA720691001 7 619-501-9278 320162750619380834","7.16","debit","Fast Food","Delta SkyMiles","",""
"9/30/2016","Deposit Apy Earned","Deposit 0.030% %% Apy EarnedDeposit 0.030% %% Apy Earned  0.03% 09/01/16 To 09/30/16 %% Apye Avg Daily Bal            9,937.40","0.25","credit","Income","Classic Checking","",""
"9/30/2016","Withdrawal ATM ATM 1664 Garnet Avenue","Withdrawal at ATM #002596 ATMWithdrawal at ATM #002596 ATM San Diego County Cu 1664 Garnet Ave Sa","300.00","debit","Cash & ATM","Classic Checking","",""
"9/30/2016","Sprouts Farmers Markets, LLC","SPROUTS FARMERS MARKSAN DIEGO CA000031290 8582708200 320162740604554328","33.32","debit","Groceries","Delta SkyMiles","",""
"9/30/2016","Warwick's","WARWICK'S LA JOLLA CA061767108 858-454-0347 320162740614316904","21.55","debit","Books","Delta SkyMiles","",""
"9/29/2016","Amazon","Withdrawal AMAZON Id: 9069872Withdrawal AMAZON Id: 9069872000  Co: Amazon","64.23","debit","Shopping","Classic Checking","",""
"9/29/2016","Dish Network","AUTOPAY/DISH NTWK ENGLEWOOD CO90952535755 800-894-9131 320162730599555460","129.25","debit","Television","Delta SkyMiles","",""
"9/29/2016","Usa Teso","USA 63097 TESO630970SAN DIEGO CA501001021 0000000000 320162730592602521","7.91","debit","Gas & Fuel","Delta SkyMiles","",""
"9/29/2016","Time Warner","TIME WARNER CABLE 888-TWCABLE CA84484103607 CABLE SVCS 320162730592997107","69.94","debit","Television","Delta SkyMiles","",""
"9/29/2016","Abbeys Real Texas Bbq","ABBEYS REAL TEXAS BBSAN DIEGO CA31099536272 RESTAURANT 320162730598156428","13.94","debit","Restaurants","Delta SkyMiles","",""
"9/29/2016","Indo Phili","INDO PHILI INC LOS ANGELES CA09/29","17.30","debit","Uncategorized","CHASE COLLEGE","",""
"9/29/2016","Starbucks","STARBUCKS STORE 06608 LOS ANGELES CA         09/27","4.45","debit","Coffee Shops","CHASE COLLEGE","",""
"9/28/2016","St Regis Liquors","ST. REGIS LIQUOR STORE LOS ANGELES CA        09/27","8.71","debit","Alcohol & Bars","CHASE COLLEGE","",""
"9/28/2016","Starbucks","STARBUCKS STORE 06608 LOS ANGELES CA         09/26","6.45","debit","Coffee Shops","CHASE COLLEGE","",""
"9/28/2016","Starbucks","STARBUCKS STORE 06608 LOS ANGELES CA         09/26","4.25","debit","Coffee Shops","CHASE COLLEGE","",""
"9/28/2016","Trader Joe's","TRADER JOE'S #021 QSAN DIEGO CA0081623 626-599-3700 320162720581665416","68.91","debit","Groceries","Delta SkyMiles","",""
"9/28/2016","Unleashed","UNLEASHED #215521520SAN DIEGO CA000025361 000-0000000 320162720582837732","8.16","debit","Pets","Delta SkyMiles","",""
"9/28/2016","Urban Mo's Bar & Grill","URBAN MO'S BAR & GRISAN DIEGO CA99999996272 6194910400 320162720582911149","11.72","debit","Alcohol & Bars","Delta SkyMiles","",""
"9/28/2016","Amazon","AMAZON DIGITAL SEATTLE WA&lt;br/&gt;Subscriptions","8.99","debit","Shopping","XXXXXXXXXX5219","",""
"9/28/2016","Automatic Thank You","AUTOMATIC PAYMENT - THANK YOU","64.23","credit","Credit Card Payment","XXXXXXXXXX5219","",""
"9/27/2016","Transfer from Classic Checking 90","Payment From Share 90 PrincipPayment From Share 90 Principal $120.15","120.15","credit","Credit Card Payment","Visa Platinum","",""
"9/27/2016","Withdrawal Arcadia Power","Withdrawal ARCADIA POWER, I IWithdrawal ARCADIA POWER, I Id: 5330903620  Co: Arcadia Power, I","144.88","debit","Cash & ATM","Classic Checking","",""
"9/27/2016","Transfer to Visa Platinum 72","Withdrawal To Loan 72","120.15","debit","Credit Card Payment","Classic Checking","",""
"9/27/2016","AT&T","ATT*BILL PAYMENT 800-288-2020 TX09/26","202.61","debit","Home Phone","CHASE COLLEGE","",""
"9/27/2016","9th Street Pizza","9TH STREET PIZZA LOS ANGELES CA09/23","6.45","debit","Restaurants","CHASE COLLEGE","",""
"9/27/2016","Venmo Cashout Ppd","VENMO            CASHOUTPPD ID: 5264681992","15.00","credit","Income","CHASE COLLEGE","",""
"9/27/2016","Venmo Cashout Ppd","VENMO            CASHOUTPPD ID: 5264681992","34.00","credit","Income","CHASE COLLEGE","",""
"9/27/2016","Venmo Cashout Ppd","VENMO            CASHOUTPPD ID: 5264681992","67.00","credit","Income","CHASE COLLEGE","",""
"9/27/2016","Chase Autopay Ppd","CHASE            AUTOPAYPPD ID: 4760039224","271.62","debit","Credit Card Payment","TOTAL CHECKING","",""
"9/27/2016","Turquoise Animal Hosp","TURQUOISE ANIMAL HOSSAN DIEGO CA1573804507 8584880658 320162710565472105","333.20","debit","Veterinary","Delta SkyMiles","",""
"9/27/2016","Gelson Market","GELSON'S MARKET #30 SAN DIEGO CA000013605 9999999999 320162710563347504","19.42","debit","Groceries","Delta SkyMiles","",""
"9/27/2016","Target","TARGET SPORTS ARENA SAN DIEGO CA00781295 DISCOUNT STORE 320162710562941881","64.66","debit","Shopping","Delta SkyMiles","",""
"9/27/2016","Brick & Bell Cafe","BRICK & BELL CAFE LJLA JOLLA CA73011006270 PW@BRICKANDBELL.COM 320162710560800541","3.25","debit","Restaurants","Delta SkyMiles","",""
"9/26/2016","Withdrawal Great Lakes","Withdrawal GREAT LAKES Id: 91Withdrawal GREAT LAKES Id: 9102000901  Co: Great Lakes","144.60","debit","Student Loan","Classic Checking","",""
"9/26/2016","7-Eleven","7-ELEVEN 13603 00071SAN DIEGO CA870520926 7 858-483-1394 320162700549152508","13.54","debit","Fast Food","Delta SkyMiles","",""
"9/26/2016","Taco Stand","THE TACO STAND LA 54LA JOLLA CA24224436271 8585516666 320162700547507571","15.22","debit","Restaurants","Delta SkyMiles","",""
"9/26/2016","Noah's Bagels","NOAH'S BAGELS #2192 LOS ANGELESCA           09/25","12.08","debit","Fast Food","CHASE COLLEGE","",""
"9/26/2016","ATM Fee","NON-CHASE ATM FEE-WITH","2.50","debit","ATM Fee","CHASE COLLEGE","",""
"9/26/2016","St Regis Liquors","ST. REGIS LIQUOR STORE LOS ANGELES CA        09/25","8.30","debit","Alcohol & Bars","CHASE COLLEGE","",""
"9/26/2016","CVS","CVS/PHARM 09503--8490 Los Angeles CA         09/25","63.81","debit","Pharmacy","CHASE COLLEGE","",""
"9/26/2016","Venmo","VENMO            PAYMENT    295183161       WEB ID: 3264681992","7.00","debit","Transfer","CHASE COLLEGE","",""
"9/26/2016","Trader Joe's","TRADER JOE'S #240 QPS LOS ANGELES CA 011630  09/26","59.97","debit","Groceries","CHASE COLLEGE","",""
"9/26/2016","Starbucks","STARBUCKS STORE 06608 LOS ANGELES CA         09/23","4.45","debit","Coffee Shops","CHASE COLLEGE","",""
"9/26/2016","Ca Sees Cand","0134/1CA034 SEES CAND 323-932-1653 CA        09/23","3.67","debit","Uncategorized","CHASE COLLEGE","",""
"9/26/2016","Gourmet Marketing","GOURMET MARKET & SPIRI LOS ANGELES CA        09/22","7.09","debit","Business Services","CHASE COLLEGE","",""
"9/26/2016","Starbucks","STARBUCKS STORE 06608 LOS ANGELES CA         09/22","2.45","debit","Coffee Shops","CHASE COLLEGE","",""
"9/26/2016","Uber Us Sep","UBER   *US SEP23 AMJ2 866-576-1039 CA        09/24","15.59","debit","Rental Car & Taxi","CHASE COLLEGE","",""
"9/26/2016","Uber Us Sep","UBER   *US SEP23 SWJ2 866-576-1039 CA        09/24","4.00","debit","Rental Car & Taxi","CHASE COLLEGE","",""
"9/26/2016","ATM Withdrawal","NON-CHASE ATM WITHDRAW829437  09/23419 NORTH","22.75","debit","Cash & ATM","CHASE COLLEGE","",""
"9/26/2016","Uber Us Sep","UBER   *US SEP23 CJ7F 866-576-1039 CA        09/24","5.67","debit","Rental Car & Taxi","CHASE COLLEGE","",""
"9/26/2016","St Regis Liquors","ST. REGIS LIQUOR STORE LOS ANGELES CA        09/24","7.19","debit","Alcohol & Bars","CHASE COLLEGE","",""
"9/26/2016","Lemonade","LEMONADE - BEVERLY BLV LOS ANGELES CA        09/24","19.57","debit","Restaurants","CHASE COLLEGE","",""
"9/26/2016","Automatic Thank","AUTOMATIC PAYMENT - THANK","271.62","credit","Credit Card Payment","CREDIT CARD","",""
"9/25/2016","Gelson Market","GELSON'S MARKET #30 SAN DIEGO CA000048266 9999999999 320162690536539767","28.05","debit","Groceries","Delta SkyMiles","",""
"9/25/2016","Sprint PCS","SPRINT WIRELESS 800-639-6111 KSMWWAGXUL5IM WIRELESSSVCS 320162690540358647","242.21","debit","Mobile Phone","Delta SkyMiles","",""
"9/25/2016","Trader Joe's","TRADER JOE'S #020 QLAJOLLA CA0019900 626-599-3700 320162690543151206","23.98","debit","Groceries","Delta SkyMiles","",""
"9/25/2016","Trader Joe's","TRADER JOE'S #021 QSAN DIEGO CA0020617 626-599-3700 320162690542676327","41.56","debit","Groceries","Delta SkyMiles","",""
"9/24/2016","Contextlogic Inc.","Purchase from WISH (ContextLogic Inc.)","35.15","debit","Business Services","PayPal Account","",""
"9/24/2016","La Jolla Tap","LA JOLLA TAP & GRILLLA JOLLA CA527598 RESTAURANT 320162680523699042","22.80","debit","Restaurants","Delta SkyMiles","",""
"9/24/2016","Spotify","SPOTIFY USA NEW YORK1DSJANDNKA8 BUSINESS SERVICE 320162680521315789","9.99","debit","Music","Delta SkyMiles","",""
"9/24/2016","Usa Teso","USA 63097 TESO630970SAN DIEGO CA501001110 0000000000 320162680525362135","6.40","debit","Gas & Fuel","Delta SkyMiles","",""
"9/24/2016","Lot Restaurant","THE LOT RESTAURANT 0LA JOLLA CA861820 8587770069 320162680527021938","17.48","debit","Restaurants","Delta SkyMiles","",""
"9/23/2016","Withdrawal City Sandiego","Withdrawal CITY OF SANDIEGO IWithdrawal CITY OF SANDIEGO Id: 1956000776  Co: City Of Sandiego","226.70","debit","Utilities","Classic Checking","",""
"9/23/2016","Graffiti","GRAFFITI BEACH 00000SAN DIEGO CA1569767517 9252856261 320162670512028423","21.55","debit","Restaurants","Delta SkyMiles","",""
